event_type,event_stage,p,target_rel,channels,subject,summary,assessment,image,icon,tags,sound_id,implementation notes
tutorial_mission,deliver_message,,,player_intel_always,Dewivew wepowt to Jangawa in the Cowvus system,"$MainContactRank $mainContactLastName has tasked you with dewivewing a wepowt detaiwing the wecent events to the $jangalaContactPost $jangalaContactLastName at Jangawa.

Make suwe you have enough fuew to make the twip successfuwwy.",,,,"no_system_prefix, important",,
tutorial_mission,end,,,player_intel_always,Wepowt dewivewed,You have dewivewed the wepowt and youw standing with the Hegemony has incweased substantiawwy.,,,,"no_system_prefix, important",,
,,,,,,,,,,,,
# faction commission,,,,,,,,,,,,
faction_commission,posting,,,posting,"Wequiwed fow most miwitawy mawket puwchases, and pays a smaww bounty on enemies of the faction, which wiww become hostiwe to the howdew of the commission.","Bounty stawts at $baseBounty cwedits fow an enemy fwigate and goes up fow wawgew ships.

Wiww be annuwwed if the commission howdew's weputation with $theFaction dwops bewow neutwaw.",,,,important,,
faction_commission,accept,,,secure_comm,$Faction commission accepted,"Wequiwed fow most miwitawy mawket puwchases, and pays a smaww bounty on enemies of the faction, which wiww become hostiwe to the howdew of the commission.","Bounty stawts at $baseBounty cwedits fow an enemy fwigate and goes up fow wawgew ships.

Wiww be annuwwed if the commission howdew's weputation with $theFaction dwops bewow neutwaw.
",,,important,,
faction_commission,become_hostile,,,secure_comm,$otherFaction is now hostiwe,"Due to youw accepting a commission with $theFaction, $theOtherFactionLong is now hostiwe towawds you.",,,,"important, nomap",,
faction_commission,bounty_payment,,,secure_comm,Payment fwom $theFaction: $bountyCredits cwedits,"The message has an encwypted attachment that contains a payment of $bountyCredits cwedits fow fighting enemies of $theFaction.

It wefewences fwight wog data fwom youw wecent battwe against $enemyDesc.",$bountyCredits cwedits gained.,,graphics/icons/intel/gain_credits.png,nomap,,
faction_commission,annul,,,secure_comm,Commision with $theFaction annuwwed,The message is an officiaw communique fwom $theFaction which annuws youw commission due to a wack of good standing.,May accept anothew commission when standing impwoves.,,,"important, nomap",,
faction_commission,rep_drop_hostile,,,secure_comm,$Faction notice we: hostiwies with $theOtherFaction,"The message is an officaw communique fwom $theFaction, questioning youw awweged hostiwities with $theOtherFaction, and weminding you, in stwong tewms, that $theOtherFaction $otherFactionIsOwAwe not an enemy of $theFaction.",Youw actions may cause open hostiwities between $theFaction and $theOtherFaction.,,,nomap,,
,,,,,,,,,,,,
# faction hostility,,,,,,,,,,,,
faction_hostility,warning,,,secure_comm,Impending hostiwities between $theOneFaction and $theTwoFaction,You weceive a wawning fwom $theCommissionFaction that the genewaw state of cowd waw with $theOtherFaction is aww but cewtain to give way to open hostiwities in a mattew of weeks at the most.,"$TheOtherFaction wiww become hostiwe to you, as you howd a $commissionFaction commission.

Youw standing with $theOtherFaction wiww be mostwy westowed aftew hostiwities concwude.",,graphics/icons/intel/faction_conflict.png,important,,
faction_hostility,start,,,news,Open hostiwities between $theOneFaction and $theTwoFaction,"The genewaw state of cowd waw between $theOneFaction and $theTwoFaction has given way to open hostiwities.

Howevew, majow fweet actions ow attacks on popuwation centews awe not expected, and most expewts pwedict that some sowt of peace agweement wiww be made within a cycwe.",,,graphics/icons/intel/faction_conflict.png,important,,
faction_hostility,end,,,news,Awmistice between $theOneFaction and $theTwoFaction,"An accowd has been weached thwough back channews, open hostiwities between $theOneFaction and $theTwoFaction have ceased, and nowmaw twade has wesumed.",Open hostiwities awe ovew.,,graphics/icons/intel/faction_peace.png,important,,
,,,,,,,,,,,,
# civil disorder,,,,,,,,,,,,
civil_disorder,possible1,,,player_intel,Possibwe civiw disowdew $onOrAt $market,Thewe awe indicatows that civiw disowdew is wikewy to occuw $onOrAt $market within a few weeks.,Decweased pwoduction $onOrAt $market.,,,,,
civil_disorder,possible2,,,news,Possibwe civiw disowdew $onOrAt $market,A pwominent intewwectuaw $onOrAt $market weweased a statement cwiticaw of $rulingfaction and was awwested showtwy theweaftew. $rulingfaction officiaws have made no comment.,Incweased signs of civiw disowdew $onOrAt $market.,,,,,
civil_disorder,possible3,,,news,Possibwe civiw disowdew $onOrAt $market,"A pwotest was hewd outside wocaw $rulingFaction administwation headquawtews $onOrAt $market. The cwowd was dispewsed by authowities, wesuwting in sevewaw deaths.",Incweased signs of civiw disowdew $onOrAt $market.,,,,,various factions may comment on this event
civil_disorder,possible3,,HOSTILE,"tritachyon_public,
hegemony_public",Possibwe civiw disowdew $onOrAt $market,$faction has weweased a statement condemning the unnecessawiwy hawsh $rulingFaction cwackdown on pwotests $onOrAt $market.,Incweased signs of civiw disowdew $onOrAt $market.,,,,,possible reaction to the above event
civil_disorder,possible3,,FRIENDLY,"tritachyon_public,
hegemony_public",Possibwe civiw disowdew $onOrAt $market,"$faction has weweased a statement condemning the pwotests taking pwace $onOrAt $market, uwging theiw weadews to tuwn themsewves in to $rulingFaction officiaws.",Incweased signs of civiw disowdew $onOrAt $market.,,,,,possible reaction to the above event
civil_disorder,possible4,,,news,Possibwe civiw disowdew $onOrAt $market,Wocaw $rulingfaction authowities $onOrAt $market have announced that sevewaw pwominent anti-govewnment agitatows have been awwested.,Incweased signs of civiw disowdew $onOrAt $market.,,,,,
civil_disorder,likely,,,player_intel,Wikewy civiw disowdew $onOrAt $market,Thewe awe indicatows that civiw disowdew is aww but cewtain to occuw $onOrAt $market within a few weeks.,Decweased pwoduction $onOrAt $market.,,,,,
civil_disorder,start1,,,news,Civiw disowdew $onOrAt $market,A genewaw stwike has bwoken out $onOrAt $market. $rulingfaction officiaws have weweased a statement condemning the actions of a few anti-govewnment wingweadews. ,Decweased pwoduction $onOrAt $market.,,,,,
civil_disorder,start2,,,news,Civiw disowdew $onOrAt $market,A sewies of bombings tawgeting $rulingparty faciwities $onOrAt $market has taken pwace. An officiaw statement was made pwomising that the pewpetwatows wouwd be bwought to justice.,Decweased pwoduction $onOrAt $market.,,,,,
civil_disorder,start3,,,news,Civiw disowdew $onOrAt $market,Acts of sabotage have bwought majow pwoduction centews $onOrAt $market to a standstiww.,Decweased pwoduction $onOrAt $market.,,,,,
civil_disorder,ending1,,,news,,Mawtiaw waw has been decwawed $onOrAt $market to suppwess civiw disowdew.,Pwoduction wiww wikewy soon wetuwn to nowmaw wevews.,,,,,
civil_disorder,ending2,,,news,,$rulingfaction officiaws $onOrAt $market have announced waids on sevewaw opposition safehouses. The wesuwting shootout wed to scowes of casuawties.,Pwoduction wiww wikewy soon wetuwn to nowmaw wevews.,,,,,
civil_disorder,ending3,,,news,,Mawines have been depwoyed to majow popuwation centews $onOrAt $market to queww the civiw disowdew.,Pwoduction wiww wikewy soon wetuwn to nowmaw wevews.,,,,,
civil_disorder,ending4,,,news,,Tawks have opened between $rulingFaction and opposition weadews $onOrAt $market.,Pwoduction wiww wikewy soon wetuwn to nowmaw wevews.,,,,,
civil_disorder,end1,,,news,,Mawtiaw waw has been wifted as peace wetuwns to $market.,Pwoduction is back to nowmaw wevews.,,,,,
civil_disorder,end2,,,news,,Mawines have been withdwawn fwom majow popuwation centews as peace wetuwns to $market.,Pwoduction is back to nowmaw wevews.,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
sindria_terrorists,likely,,,sindrian_diktat_internal,Possibwe tewwowist attacks on Sindwia,Intewwigence indicates that tewwowists have obtained a cache of iwwegaw weapons and intend to use them against govewnment tawgets.,Wikewy decweased pwoduction on Sindwia.,,,,,precursor to terrorist attacks
sindria_terrorists,start1,,,news,Tewwowist attacks on Sindwia,A pubwic monument commemowating the Wion's miwitawy victowies was destwoyed in a midnight bombing that was swiftwy condemned by Diktat officiaws. A tempowawy cuwfew has been imposed in the majow hive-cities and secuwity patwows incweased.,Decweased pwoduction on Sindwia.,,,,,start option 1
sindria_terrorists,start2,,,news,Tewwowist attacks on Sindwia,Sevewaw bombs wewe found and defused in key Sindwian industwiaw centews. Faciwities aww ovew the pwanet have been shut down and seawched fow bombs. A Diktat officiaw announced the assembwy of a speciaw taskfowce to find the pewpetwatows.,Decweased pwoduction on Sindwia.,,,,,start option 2
sindria_terrorists,start3,,,news,Tewwowist attacks on Sindwia,A sewies of bombings tawgeting Diktat administwation offices has taken pwace on Sindwia. A statement weweased by Diktat officiaws pwomised that the tewwowists wouwd be bwought swift justice.,Decweased pwoduction on Sindwia.,,,,,start option 3
sindria_terrorists,continued1,,,news,Tewwowist attacks on Sindwia,Sevewaw expwosions wocked the uppew wevews of majow hive cities; tewwowist weadews have weweased a howovid statement saying that the bombings wiww continue untiw cewtain powiticaw pwisonews hewd on Cwuow awe weweased by Diktat authowities. ,Decweased pwoduction on Sindwia.,,,,,"may proceed through zero or more of the ""continued"" event stages before reaching one of the concluding stages."
sindria_terrorists,continued2,,,news,Tewwowist attacks on Sindwia,"Tewwowist gunmen stowmed a Diktat navaw wecwuitment centew today. Aww wewe kiwwed in a fiwefight that waged fow houws, weading to scowes of civiwian casuawties. Diktat officiaws have condemned the cowawdwy act.",Decweased pwoduction on Sindwia.,,,,,""""
sindria_terrorists,concluding1,,,news,Tewwowist attacks ending on Sindwia,A tewwowist safehouse was stowmed by secuwity fowces but found abandoned. Diktat Intewwigence officiaws cwaim that they have found evidence which wiww hewp twack down the tewwowists.,Pwoduction on Sindwia wiww soon wetuwn to nowmaw wevews.,,,,,
sindria_terrorists,concluding2,,,news,Tewwowist attacks ending on Sindwia,A tewwowist henchman was captuwed and intewwogated by Diktat intewwigence. Officiaws state that the hunt fow the tewwowist weadews is neawing an end.,Pwoduction on Sindwia wiww soon wetuwn to nowmaw wevews.,,,,,
sindria_terrorists,end1,,,news,Tewwowist attacks on Sindwia stopped.,"Sevewaw tewwowist safehouses wewe waided by Diktat secuwity fowces in a sudden eawwy mowning opewation. Impwopewwy stowed munitions detonated, say officiaws, weaving no suwvivows.",Pwoduction wevews wetuwn to nowmaw on Sindwia.,,,,,
sindria_terrorists,end2,,,news,Tewwowist attacks on Sindwia stopped.,Diktat secuwity fowces have captuwed tewwowist weadews attempting to fwee Sindwia. Officiaws have stated that aftew they awe intewgated by Diktat Intewwigence thewe wiww be a swift twiaw and pubwic execution.,Pwoduction wevews wetuwn to nowmaw on Sindwia.,,,,,"Like a Cardassian novel, everyone arrested in Sindria is guilty - the only question remains: of what?"
